OV-LWA antenna beams										
2015NOV09 GRASP										
3mx3m ground screen										
30 dia x 5 m thick lossy ground										
										
										
theta[deg]	phi[deg]	freq[MHz]	co[real]	co[imag]	cx[real]	cx[imag]	theta[real]	theta[imag]	phi[real]	phi[imag]
50	25	60	-1.0619E+00	-6.5605E-01	1.3752E-01	5.8147E-03	-9.0430E-01	-5.9213E-01	5.7341E-01	2.8253E-01
55	25	60	-9.7581E-01	-5.7576E-01	1.2976E-01	3.2606E-02	-8.2954E-01	-5.0804E-01	5.3000E-01	2.7288E-01
60	25	60	-8.8604E-01	-4.9969E-01	1.0401E-01	4.4776E-02	-7.5907E-01	-4.3395E-01	4.6872E-01	2.5176E-01
65	25	60	-7.9247E-01	-4.2273E-01	7.1205E-02	3.8943E-02	-6.8813E-01	-3.6666E-01	3.9945E-01	2.1395E-01
70	25	60	-6.9967E-01	-3.3618E-01	3.9904E-02	2.3162E-02	-6.1725E-01	-2.9490E-01	3.3186E-01	1.6307E-01
75	25	60	-6.1136E-01	-2.3817E-01	1.3831E-02	6.8535E-03	-5.4823E-01	-2.1296E-01	2.7091E-01	1.0687E-01
80	25	60	-5.2721E-01	-1.3301E-01	-6.4455E-03	-3.7529E-03	-4.8054E-01	-1.2213E-01	2.1697E-01	5.2810E-02
85	25	60	-4.4353E-01	-2.7810E-02	-2.1339E-02	-6.0366E-03	-4.1099E-01	-2.7756E-02	1.6810E-01	6.2821E-03
90	25	60	-3.5506E-01	6.8691E-02	-3.0718E-02	-3.2677E-04	-3.3477E-01	6.2117E-02	1.2221E-01	-2.9326E-02
0	30	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-1.3627E+00	-9.4550E-01	7.8675E-01	5.4600E-01
5	30	60	-1.5645E+00	-1.0407E+00	4.0828E-03	2.4420E-02	-1.3528E+00	-8.8905E-01	7.8578E-01	5.4149E-01
10	30	60	-1.5463E+00	-9.6974E-01	1.0463E-02	4.4193E-02	-1.3339E+00	-8.1772E-01	7.8219E-01	5.2314E-01
15	30	60	-1.5223E+00	-9.7023E-01	1.9821E-02	8.2638E-03	-1.3084E+00	-8.3611E-01	7.7829E-01	4.9227E-01
20	30	60	-1.4802E+00	-9.8339E-01	4.3501E-02	-2.8987E-02	-1.2602E+00	-8.6613E-01	7.7780E-01	4.6659E-01
25	30	60	-1.4228E+00	-9.2819E-01	7.3585E-02	-1.0460E-02	-1.1954E+00	-8.0906E-01	7.7512E-01	4.5503E-01
30	30	60	-1.3673E+00	-8.3995E-01	8.9997E-02	2.5646E-02	-1.1391E+00	-7.1459E-01	7.6160E-01	4.4218E-01
35	30	60	-1.3143E+00	-7.8657E-01	9.6900E-02	2.2256E-02	-1.0898E+00	-6.7006E-01	7.4106E-01	4.1256E-01
40	30	60	-1.2503E+00	-7.6129E-01	1.1423E-01	-7.6415E-03	-1.0257E+00	-6.6312E-01	7.2409E-01	3.7403E-01
45	30	60	-1.1733E+00	-7.2022E-01	1.4164E-01	-1.6984E-02	-9.4531E-01	-6.3223E-01	7.0933E-01	3.4540E-01
50	30	60	-1.0905E+00	-6.5310E-01	1.5831E-01	6.0404E-03	-8.6521E-01	-5.6258E-01	6.8233E-01	3.3178E-01
55	30	60	-1.0031E+00	-5.7789E-01	1.5025E-01	3.6453E-02	-7.9357E-01	-4.8224E-01	6.3166E-01	3.2051E-01
60	30	60	-9.0842E-01	-5.0430E-01	1.2150E-01	5.0443E-02	-7.2597E-01	-4.1152E-01	5.5943E-01	2.9584E-01
65	30	60	-8.0837E-01	-4.2650E-01	8.4413E-02	4.4025E-02	-6.5786E-01	-3.4735E-01	4.7729E-01	2.5138E-01
70	30	60	-7.0914E-01	-3.3725E-01	4.8733E-02	2.6195E-02	-5.8977E-01	-2.7897E-01	3.9678E-01	1.9131E-01
75	30	60	-6.1526E-01	-2.3644E-01	1.8779E-02	7.5903E-03	-5.2344E-01	-2.0097E-01	3.2389E-01	1.2479E-01
80	30	60	-5.2660E-01	-1.2959E-01	-4.7194E-03	-4.6839E-03	-4.5840E-01	-1.1457E-01	2.5921E-01	6.0740E-02
85	30	60	-4.3946E-01	-2.4355E-02	-2.2175E-02	-7.5752E-03	-3.9167E-01	-2.4879E-02	2.0053E-01	5.6170E-03
90	30	60	-3.4868E-01	7.0580E-02	-3.3398E-02	-1.3688E-03	-3.1867E-01	6.0440E-02	1.4542E-01	-3.6476E-02
0	35	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-1.2889E+00	-8.9432E-01	9.0253E-01	6.2633E-01
5	35	60	-1.5653E+00	-1.0452E+00	4.4210E-03	2.6497E-02	-1.2797E+00	-8.4099E-01	9.0146E-01	6.2121E-01
10	35	60	-1.5484E+00	-9.7775E-01	1.1275E-02	4.8028E-02	-1.2619E+00	-7.7338E-01	8.9739E-01	6.0016E-01
15	35	60	-1.5264E+00	-9.7101E-01	2.1359E-02	9.1306E-03	-1.2381E+00	-7.9017E-01	8.9301E-01	5.6443E-01
20	35	60	-1.4890E+00	-9.7655E-01	4.7211E-02	-3.1386E-02	-1.1927E+00	-8.1794E-01	8.9276E-01	5.3441E-01
25	35	60	-1.4375E+00	-9.2422E-01	8.0284E-02	-1.1514E-02	-1.1315E+00	-7.6368E-01	8.9028E-01	5.2068E-01
30	35	60	-1.3855E+00	-8.4218E-01	9.8542E-02	2.7547E-02	-1.0784E+00	-6.7407E-01	8.7539E-01	5.0562E-01
35	35	60	-1.3341E+00	-7.8753E-01	1.0637E-01	2.3871E-02	-1.0318E+00	-6.3142E-01	8.5234E-01	4.7126E-01
40	35	60	-1.2738E+00	-7.5597E-01	1.2561E-01	-8.6704E-03	-9.7140E-01	-6.2423E-01	8.3352E-01	4.2651E-01
45	35	60	-1.2024E+00	-7.1258E-01	1.5612E-01	-1.9032E-02	-8.9541E-01	-5.9463E-01	8.1756E-01	3.9313E-01
50	35	60	-1.1231E+00	-6.4941E-01	1.7522E-01	5.8319E-03	-8.1950E-01	-5.2862E-01	7.8773E-01	3.7727E-01
55	35	60	-1.0346E+00	-5.7984E-01	1.6737E-01	3.8974E-02	-7.5148E-01	-4.5262E-01	7.3052E-01	3.6451E-01
60	35	60	-9.3465E-01	-5.0905E-01	1.3668E-01	5.4462E-02	-6.8722E-01	-3.8575E-01	6.4805E-01	3.3659E-01
65	35	60	-8.2743E-01	-4.3037E-01	9.6463E-02	4.7756E-02	-6.2246E-01	-3.2515E-01	5.5361E-01	2.8597E-01
70	35	60	-7.2099E-01	-3.3815E-01	5.7398E-02	2.8463E-02	-5.5768E-01	-2.6067E-01	4.6056E-01	2.1727E-01
75	35	60	-6.2075E-01	-2.3424E-01	2.4309E-02	8.1057E-03	-4.9455E-01	-1.8723E-01	3.7596E-01	1.4099E-01
80	35	60	-5.2685E-01	-1.2550E-01	-1.9083E-03	-5.5333E-03	-4.3267E-01	-1.0598E-01	3.0063E-01	6.7451E-02
85	35	60	-4.3564E-01	-2.0191E-02	-2.1630E-02	-9.0347E-03	-3.6926E-01	-2.1722E-02	2.3215E-01	4.1804E-03
90	35	60	-3.4205E-01	7.3013E-02	-3.4601E-02	-2.6018E-03	-3.0004E-01	5.8316E-02	1.6785E-01	-4.4010E-02
0	40	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-1.2054E+00	-8.3632E-01	1.0114E+00	7.0189E-01
5	40	60	-1.5662E+00	-1.0500E+00	4.6233E-03	2.7772E-02	-1.1968E+00	-7.8653E-01	1.0103E+00	6.9623E-01
10	40	60	-1.5508E+00	-9.8632E-01	1.1730E-02	5.0417E-02	-1.1804E+00	-7.2316E-01	1.0058E+00	6.7262E-01
15	40	60	-1.5308E+00	-9.7187E-01	2.2219E-02	9.7411E-03	-1.1583E+00	-7.3824E-01	1.0010E+00	6.3217E-01
20	40	60	-1.4984E+00	-9.6925E-01	4.9486E-02	-3.2841E-02	-1.1161E+00	-7.6360E-01	1.0011E+00	5.9786E-01
25	40	60	-1.4533E+00	-9.1991E-01	8.4631E-02	-1.2275E-02	-1.0589E+00	-7.1258E-01	9.9903E-01	5.8190E-01
30	40	60	-1.4051E+00	-8.4440E-01	1.0428E-01	2.8552E-02	-1.0094E+00	-6.2850E-01	9.8307E-01	5.6464E-01
35	40	60	-1.3557E+00	-7.8835E-01	1.1285E-01	2.4725E-02	-9.6598E-01	-5.8802E-01	9.5786E-01	5.2568E-01
40	40	60	-1.2995E+00	-7.5002E-01	1.3349E-01	-9.4973E-03	-9.0965E-01	-5.8065E-01	9.3754E-01	4.7483E-01
45	40	60	-1.2343E+00	-7.0404E-01	1.6634E-01	-2.0648E-02	-8.3862E-01	-5.5260E-01	9.2082E-01	4.3673E-01
50	40	60	-1.1592E+00	-6.4504E-01	1.8753E-01	5.2374E-03	-7.6745E-01	-4.9077E-01	8.8877E-01	4.1864E-01
55	40	60	-1.0697E+00	-5.8149E-01	1.8035E-01	4.0119E-02	-7.0352E-01	-4.1966E-01	8.2575E-01	4.0451E-01
60	40	60	-9.6429E-01	-5.1375E-01	1.4877E-01	5.6707E-02	-6.4306E-01	-3.5710E-01	7.3379E-01	3.7367E-01
65	40	60	-8.4942E-01	-4.3418E-01	1.0666E-01	4.9974E-02	-5.8213E-01	-3.0048E-01	6.2770E-01	3.1737E-01
70	40	60	-7.3517E-01	-3.3881E-01	6.5341E-02	2.9811E-02	-5.2117E-01	-2.4038E-01	5.2261E-01	2.4062E-01
75	40	60	-6.2795E-01	-2.3156E-01	3.0026E-02	8.2790E-03	-4.6174E-01	-1.7206E-01	4.2664E-01	1.5518E-01
80	40	60	-5.2821E-01	-1.2075E-01	1.7689E-03	-6.3698E-03	-4.0350E-01	-9.6591E-02	3.4088E-01	7.2734E-02
85	40	60	-4.3235E-01	-1.5310E-02	-1.9759E-02	-1.0427E-02	-3.4390E-01	-1.8430E-02	2.6277E-01	1.8536E-03
90	40	60	-3.3548E-01	7.6070E-02	-3.4245E-02	-3.9907E-03	-2.7901E-01	5.5708E-02	1.8941E-01	-5.1954E-02
0	45	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-1.1126E+00	-7.7197E-01	1.1126E+00	7.7211E-01
5	45	60	-1.5671E+00	-1.0550E+00	4.6841E-03	2.8205E-02	-1.1048E+00	-7.2607E-01	1.1114E+00	7.6596E-01
10	45	60	-1.5531E+00	-9.9517E-01	1.1821E-02	5.1280E-02	-1.0898E+00	-6.6743E-01	1.1066E+00	7.3995E-01
15	45	60	-1.5352E+00	-9.7280E-01	2.2387E-02	1.0060E-02	-1.0697E+00	-6.8076E-01	1.1014E+00	6.9499E-01
20	45	60	-1.5081E+00	-9.6170E-01	5.0253E-02	-3.3320E-02	-1.0308E+00	-7.0359E-01	1.1019E+00	6.5647E-01
25	45	60	-1.4699E+00	-9.1535E-01	8.6455E-02	-1.2715E-02	-9.7822E-01	-6.5624E-01	1.1005E+00	6.3826E-01
30	45	60	-1.4257E+00	-8.4653E-01	1.0695E-01	2.8646E-02	-9.3252E-01	-5.7833E-01	1.0838E+00	6.1884E-01
35	45	60	-1.3784E+00	-7.8899E-01	1.1606E-01	2.4813E-02	-8.9263E-01	-5.4036E-01	1.0568E+00	5.7545E-01
40	45	60	-1.3266E+00	-7.4357E-01	1.3751E-01	-1.0059E-02	-8.4081E-01	-5.3290E-01	1.0353E+00	5.1867E-01
45	45	60	-1.2682E+00	-6.9480E-01	1.7179E-01	-2.1706E-02	-7.7528E-01	-5.0664E-01	1.0182E+00	4.7595E-01
50	45	60	-1.1978E+00	-6.4004E-01	1.9456E-01	4.3847E-03	-7.0939E-01	-4.4947E-01	9.8453E-01	4.5567E-01
55	45	60	-1.1077E+00	-5.8274E-01	1.8839E-01	3.9967E-02	-6.5002E-01	-3.8380E-01	9.1645E-01	4.4032E-01
60	45	60	-9.9676E-01	-5.1823E-01	1.5693E-01	5.7195E-02	-5.9384E-01	-3.2600E-01	8.1578E-01	4.0689E-01
65	45	60	-8.7399E-01	-4.3782E-01	1.1421E-01	5.0663E-02	-5.3725E-01	-2.7376E-01	6.9876E-01	3.4541E-01
70	45	60	-7.5152E-01	-3.3922E-01	7.1842E-02	3.0220E-02	-4.8061E-01	-2.1850E-01	5.8221E-01	2.6123E-01
75	45	60	-6.3686E-01	-2.2849E-01	3.5316E-02	8.1110E-03	-4.2536E-01	-1.5583E-01	4.7530E-01	1.6730E-01
80	45	60	-5.3079E-01	-1.1546E-01	5.8188E-03	-7.1728E-03	-3.7121E-01	-8.6713E-02	3.7944E-01	7.6569E-02
85	45	60	-4.2981E-01	-9.7966E-03	-1.6923E-02	-1.1723E-02	-3.1589E-01	-1.5217E-02	2.9196E-01	-1.3621E-03
90	45	60	-3.2923E-01	7.9772E-02	-3.2552E-02	-5.5150E-03	-2.5582E-01	5.2508E-02	2.0978E-01	-6.0307E-02
0	50	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-1.0114E+00	-7.0174E-01	1.2054E+00	8.3646E-01
5	50	60	-1.5680E+00	-1.0600E+00	4.6022E-03	2.7783E-02	-1.0044E+00	-6.6008E-01	1.2041E+00	8.2987E-01
10	50	60	-1.5554E+00	-1.0041E+00	1.1552E-02	5.0582E-02	-9.9094E-01	-6.0664E-01	1.1989E+00	8.0166E-01
15	50	60	-1.5395E+00	-9.7376E-01	2.1871E-02	1.0061E-02	-9.7282E-01	-6.1821E-01	1.1934E+00	7.5241E-01
20	50	60	-1.5177E+00	-9.5413E-01	4.9488E-02	-3.2812E-02	-9.3767E-01	-6.3844E-01	1.1945E+00	7.0981E-01
25	50	60	-1.4866E+00	-9.1067E-01	8.5651E-02	-1.2802E-02	-8.8993E-01	-5.9518E-01	1.1938E+00	6.8939E-01
30	50	60	-1.4467E+00	-8.4850E-01	1.0640E-01	2.7850E-02	-8.4844E-01	-5.2407E-01	1.1767E+00	6.6789E-01
35	50	60	-1.4017E+00	-7.8945E-01	1.1577E-01	2.4151E-02	-8.1229E-01	-4.8895E-01	1.1482E+00	6.2028E-01
40	50	60	-1.3544E+00	-7.3685E-01	1.3741E-01	-1.0302E-02	-7.6532E-01	-4.8153E-01	1.1258E+00	5.5784E-01
45	50	60	-1.3031E+00	-6.8511E-01	1.7208E-01	-2.2099E-02	-7.0577E-01	-4.5731E-01	1.1088E+00	5.1062E-01
50	50	60	-1.2378E+00	-6.3446E-01	1.9574E-01	3.3999E-03	-6.4567E-01	-4.0522E-01	1.0740E+00	4.8821E-01
55	50	60	-1.1474E+00	-5.8343E-01	1.9079E-01	3.8610E-02	-5.9139E-01	-3.4545E-01	1.0016E+00	4.7175E-01
60	50	60	-1.0313E+00	-5.2229E-01	1.6043E-01	5.5970E-02	-5.3999E-01	-2.9284E-01	8.9312E-01	4.3607E-01
65	50	60	-9.0061E-01	-4.4118E-01	1.1838E-01	4.9855E-02	-4.8821E-01	-2.4539E-01	7.6600E-01	3.7001E-01
70	50	60	-7.6976E-01	-3.3939E-01	7.6250E-02	2.9764E-02	-4.3638E-01	-1.9536E-01	6.3868E-01	2.7912E-01
75	50	60	-6.4737E-01	-2.2513E-01	3.9598E-02	7.7412E-03	-3.8579E-01	-1.3878E-01	5.2137E-01	1.7744E-01
80	50	60	-5.3465E-01	-1.0978E-01	9.7274E-03	-7.7435E-03	-3.3621E-01	-7.6497E-02	4.1582E-01	7.9119E-02
85	50	60	-4.2821E-01	-3.7860E-03	-1.3558E-02	-1.2693E-02	-2.8563E-01	-1.2157E-02	3.1931E-01	-5.2585E-03
90	50	60	-3.2357E-01	8.4049E-02	-2.9865E-02	-6.9450E-03	-2.3086E-01	4.8706E-02	2.2867E-01	-6.8850E-02
0	55	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-9.0252E-01	-6.2616E-01	1.2889E+00	8.9443E-01
5	55	60	-1.5689E+00	-1.0648E+00	4.3810E-03	2.6517E-02	-8.9630E-01	-5.8905E-01	1.2877E+00	8.8748E-01
10	55	60	-1.5576E+00	-1.0127E+00	1.0939E-02	4.8336E-02	-8.8443E-01	-5.4125E-01	1.2822E+00	8.5726E-01
15	55	60	-1.5436E+00	-9.7472E-01	2.0704E-02	9.7315E-03	-8.6842E-01	-5.5110E-01	1.2763E+00	8.0402E-01
20	55	60	-1.5271E+00	-9.4676E-01	4.7212E-02	-3.1331E-02	-8.3721E-01	-5.6870E-01	1.2780E+00	7.5757E-01
25	55	60	-1.5029E+00	-9.0602E-01	8.2197E-02	-1.2503E-02	-7.9470E-01	-5.2991E-01	1.2783E+00	7.3499E-01
30	55	60	-1.4675E+00	-8.5026E-01	1.0253E-01	2.6223E-02	-7.5772E-01	-4.6621E-01	1.2609E+00	7.1153E-01
35	55	60	-1.4247E+00	-7.8974E-01	1.1187E-01	2.2783E-02	-7.2554E-01	-4.3431E-01	1.2312E+00	6.5998E-01
40	55	60	-1.3820E+00	-7.3008E-01	1.3298E-01	-1.0188E-02	-6.8373E-01	-4.2710E-01	1.2083E+00	5.9220E-01
45	55	60	-1.3378E+00	-6.7529E-01	1.6692E-01	-2.1758E-02	-6.3059E-01	-4.0515E-01	1.1916E+00	5.4068E-01
50	55	60	-1.2779E+00	-6.2848E-01	1.9066E-01	2.3743E-03	-5.7679E-01	-3.5853E-01	1.1561E+00	5.1618E-01
55	55	60	-1.1877E+00	-5.8352E-01	1.8699E-01	3.6116E-02	-5.2808E-01	-3.0511E-01	1.0802E+00	4.9871E-01
60	55	60	-1.0667E+00	-5.2577E-01	1.5863E-01	5.3052E-02	-4.8192E-01	-2.5811E-01	9.6481E-01	4.6111E-01
65	55	60	-9.2846E-01	-4.4413E-01	1.1858E-01	4.7534E-02	-4.3541E-01	-2.1580E-01	8.2856E-01	3.9107E-01
70	55	60	-7.8930E-01	-3.3932E-01	7.8010E-02	2.8438E-02	-3.8882E-01	-1.7133E-01	6.9130E-01	2.9427E-01
75	55	60	-6.5914E-01	-2.2159E-01	4.2396E-02	7.2247E-03	-3.4334E-01	-1.2118E-01	5.6425E-01	1.8566E-01
80	55	60	-5.3965E-01	-1.0387E-01	1.3097E-02	-7.9405E-03	-2.9880E-01	-6.6080E-02	4.4956E-01	8.0528E-02
85	55	60	-4.2759E-01	2.5739E-03	-9.9909E-03	-1.3112E-02	-2.5344E-01	-9.2641E-03	3.4453E-01	-9.6289E-03
90	55	60	-3.1871E-01	8.8796E-02	-2.6443E-02	-8.0010E-03	-2.0447E-01	4.4377E-02	2.4591E-01	-7.7327E-02
0	60	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-7.8674E-01	-5.4583E-01	1.3627E+00	9.4560E-01
5	60	60	-1.5697E+00	-1.0694E+00	4.0276E-03	2.4446E-02	-7.8137E-01	-5.1352E-01	1.3614E+00	9.3833E-01
10	60	60	-1.5596E+00	-1.0208E+00	1.0007E-02	4.4605E-02	-7.7114E-01	-4.7177E-01	1.3557E+00	9.0634E-01
15	60	60	-1.5474E+00	-9.7564E-01	1.8935E-02	9.0719E-03	-7.5731E-01	-4.7996E-01	1.3496E+00	8.4946E-01
20	60	60	-1.5358E+00	-9.3980E-01	4.3498E-02	-2.8911E-02	-7.3022E-01	-4.9494E-01	1.3518E+00	7.9944E-01
25	60	60	-1.5184E+00	-9.0153E-01	7.6156E-02	-1.1792E-02	-6.9324E-01	-4.6098E-01	1.3530E+00	7.7485E-01
30	60	60	-1.4873E+00	-8.5178E-01	9.5371E-02	2.3852E-02	-6.6104E-01	-4.0523E-01	1.3357E+00	7.4959E-01
35	60	60	-1.4468E+00	-7.8988E-01	1.0433E-01	2.0774E-02	-6.3303E-01	-3.7695E-01	1.3051E+00	6.9445E-01
40	60	60	-1.4084E+00	-7.2353E-01	1.2419E-01	-9.6906E-03	-5.9667E-01	-3.7016E-01	1.2818E+00	6.2175E-01
45	60	60	-1.3712E+00	-6.6569E-01	1.5620E-01	-2.0642E-02	-5.5033E-01	-3.5072E-01	1.2656E+00	5.6618E-01
50	60	60	-1.3168E+00	-6.2235E-01	1.7908E-01	1.4002E-03	-5.0329E-01	-3.0996E-01	1.2299E+00	5.3968E-01
55	60	60	-1.2272E+00	-5.8311E-01	1.7664E-01	3.2599E-02	-4.6060E-01	-2.6332E-01	1.1511E+00	5.2129E-01
60	60	60	-1.1019E+00	-5.2865E-01	1.5106E-01	4.8518E-02	-4.2011E-01	-2.2231E-01	1.0298E+00	4.8208E-01
65	60	60	-9.5643E-01	-4.4663E-01	1.1425E-01	4.3713E-02	-3.7928E-01	-1.8546E-01	8.8542E-01	4.0865E-01
70	60	60	-8.0934E-01	-3.3904E-01	7.6574E-02	2.6194E-02	-3.3836E-01	-1.4683E-01	7.3920E-01	3.0671E-01
75	60	60	-6.7164E-01	-2.1800E-01	4.3211E-02	6.4916E-03	-2.9840E-01	-1.0338E-01	6.0327E-01	1.9204E-01
80	60	60	-5.4551E-01	-9.7942E-02	1.5513E-02	-7.8042E-03	-2.5932E-01	-5.5730E-02	4.8018E-01	8.0918E-02
85	60	60	-4.2790E-01	9.0336E-03	-6.5433E-03	-1.2951E-02	-2.1962E-01	-6.6993E-03	3.6730E-01	-1.4299E-02
90	60	60	-3.1476E-01	9.3816E-02	-2.2513E-02	-8.5748E-03	-1.7688E-01	3.9482E-02	2.6133E-01	-8.5535E-02
0	65	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-6.6498E-01	-4.6133E-01	1.4261E+00	9.8958E-01
5	65	60	-1.5704E+00	-1.0735E+00	3.5535E-03	2.1631E-02	-6.6048E-01	-4.3407E-01	1.4248E+00	9.8205E-01
10	65	60	-1.5614E+00	-1.0281E+00	8.7913E-03	3.9497E-02	-6.5191E-01	-3.9872E-01	1.4188E+00	9.4851E-01
15	65	60	-1.5508E+00	-9.7649E-01	1.6631E-02	8.0976E-03	-6.4031E-01	-4.0534E-01	1.4125E+00	8.8842E-01
20	65	60	-1.5436E+00	-9.3348E-01	3.8462E-02	-2.5614E-02	-6.1751E-01	-4.1772E-01	1.4153E+00	8.3520E-01
25	65	60	-1.5325E+00	-8.9737E-01	6.7682E-02	-1.0656E-02	-5.8632E-01	-3.8890E-01	1.4175E+00	8.0879E-01
30	65	60	-1.5054E+00	-8.5304E-01	8.5065E-02	2.0843E-02	-5.5912E-01	-3.4162E-01	1.4003E+00	7.8192E-01
35	65	60	-1.4671E+00	-7.8991E-01	9.3282E-02	1.8204E-02	-5.3548E-01	-3.1733E-01	1.3691E+00	7.2359E-01
40	65	60	-1.4329E+00	-7.1742E-01	1.1117E-01	-8.8042E-03	-5.0481E-01	-3.1118E-01	1.3456E+00	6.4648E-01
45	65	60	-1.4022E+00	-6.5670E-01	1.4006E-01	-1.8733E-02	-4.6565E-01	-2.9451E-01	1.3300E+00	5.8726E-01
50	65	60	-1.3530E+00	-6.1642E-01	1.6110E-01	5.8699E-04	-4.2578E-01	-2.5998E-01	1.2943E+00	5.5891E-01
55	65	60	-1.2642E+00	-5.8236E-01	1.5971E-01	2.8256E-02	-3.8952E-01	-2.2051E-01	1.2132E+00	5.3974E-01
60	65	60	-1.1351E+00	-5.3097E-01	1.3754E-01	4.2583E-02	-3.5508E-01	-1.8581E-01	1.0869E+00	4.9922E-01
65	65	60	-9.8330E-01	-4.4869E-01	1.0507E-01	3.8553E-02	-3.2034E-01	-1.5468E-01	9.3557E-01	4.2294E-01
70	65	60	-8.2894E-01	-3.3860E-01	7.1526E-02	2.3112E-02	-2.8550E-01	-1.2215E-01	7.8150E-01	3.1664E-01
75	65	60	-6.8426E-01	-2.1454E-01	4.1592E-02	5.5521E-03	-2.5148E-01	-8.5637E-02	6.3773E-01	1.9679E-01
80	65	60	-5.5190E-01	-9.2312E-02	1.6548E-02	-7.3546E-03	-2.1825E-01	-4.5678E-02	5.0718E-01	8.0555E-02
85	65	60	-4.2900E-01	1.5218E-02	-3.5753E-03	-1.2212E-02	-1.8454E-01	-4.6366E-03	3.8729E-01	-1.8953E-02
90	65	60	-3.1172E-01	9.8758E-02	-1.8344E-02	-8.6013E-03	-1.4837E-01	3.3941E-02	2.7477E-01	-9.3140E-02
0	70	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-5.3816E-01	-3.7333E-01	1.4786E+00	1.0260E+00
5	70	60	-1.5711E+00	-1.0770E+00	2.9731E-03	1.8158E-02	-5.3455E-01	-3.5130E-01	1.4773E+00	1.0183E+00
10	70	60	-1.5629E+00	-1.0345E+00	7.3303E-03	3.3166E-02	-5.2766E-01	-3.2265E-01	1.4712E+00	9.8346E-01
15	70	60	-1.5536E+00	-9.7724E-01	1.3870E-02	6.8380E-03	-5.1833E-01	-3.2781E-01	1.4647E+00	9.2064E-01
20	70	60	-1.5504E+00	-9.2799E-01	3.2264E-02	-2.1528E-02	-4.9995E-01	-3.3762E-01	1.4679E+00	8.6467E-01
25	70	60	-1.5448E+00	-8.9370E-01	5.7019E-02	-9.1046E-03	-4.7476E-01	-3.1422E-01	1.4711E+00	8.3669E-01
30	70	60	-1.5213E+00	-8.5402E-01	7.1886E-02	1.7308E-02	-4.5276E-01	-2.7583E-01	1.4541E+00	8.0844E-01
35	70	60	-1.4849E+00	-7.8983E-01	7.8996E-02	1.5158E-02	-4.3365E-01	-2.5589E-01	1.4224E+00	7.4738E-01
40	70	60	-1.4544E+00	-7.1200E-01	9.4242E-02	-7.5485E-03	-4.0886E-01	-2.5061E-01	1.3989E+00	6.6648E-01
45	70	60	-1.4295E+00	-6.4869E-01	1.1890E-01	-1.6060E-02	-3.7719E-01	-2.3696E-01	1.3839E+00	6.0407E-01
50	70	60	-1.3851E+00	-6.1098E-01	1.3715E-01	1.9722E-05	-3.4486E-01	-2.0895E-01	1.3485E+00	5.7414E-01
55	70	60	-1.2972E+00	-5.8143E-01	1.3654E-01	2.3294E-02	-3.1538E-01	-1.7697E-01	1.2657E+00	5.5433E-01
60	70	60	-1.1651E+00	-5.3278E-01	1.1828E-01	3.5504E-02	-2.8734E-01	-1.4886E-01	1.1353E+00	5.1279E-01
65	70	60	-1.0077E+00	-4.5032E-01	9.1093E-02	3.2289E-02	-2.5906E-01	-1.2368E-01	9.7811E-01	4.3421E-01
70	70	60	-8.4703E-01	-3.3809E-01	6.2787E-02	1.9370E-02	-2.3070E-01	-9.7430E-02	8.1742E-01	3.2432E-01
75	70	60	-6.9621E-01	-2.1139E-01	3.7364E-02	4.5311E-03	-2.0301E-01	-6.8043E-02	6.6700E-01	2.0020E-01
80	70	60	-5.5831E-01	-8.7249E-02	1.5958E-02	-6.4995E-03	-1.7596E-01	-3.5948E-02	5.3009E-01	7.9764E-02
85	70	60	-4.3064E-01	2.0803E-02	-1.3637E-03	-1.0803E-02	-1.4857E-01	-3.0368E-03	4.0420E-01	-2.3243E-02
90	70	60	-3.0957E-01	1.0331E-01	-1.4213E-02	-7.9603E-03	-1.1923E-01	2.7853E-02	2.8604E-01	-9.9800E-02
0	75	60	-1.5735E+00	-1.0918E+00	5.6441E-06	1.0314E-04	-4.0725E-01	-2.8249E-01	1.5199E+00	1.0547E+00
5	75	60	-1.5716E+00	-1.0799E+00	2.3043E-03	1.4133E-02	-4.0453E-01	-2.6585E-01	1.5186E+00	1.0468E+00
10	75	60	-1.5641E+00	-1.0397E+00	5.6691E-03	2.5805E-02	-3.9935E-01	-2.4416E-01	1.5123E+00	1.0109E+00
15	75	60	-1.5559E+00	-9.7786E-01	1.0737E-02	5.3349E-03	-3.9232E-01	-2.4793E-01	1.5057E+00	9.4592E-01
20	75	60	-1.5559E+00	-9.2352E-01	2.5096E-02	-1.6769E-02	-3.7845E-01	-2.5522E-01	1.5094E+00	8.8771E-01
25	75	60	-1.5548E+00	-8.9066E-01	4.4496E-02	-7.1768E-03	-3.5942E-01	-2.3745E-01	1.5133E+00	8.5845E-01
